Hour of First Occurrence Date,Is Crime
"June 4, 2017 at 12 PM",10
"June 4, 2017 at 1 PM",9
"June 4, 2017 at 2 PM",4
"June 4, 2017 at 3 PM",4
"June 4, 2017 at 4 PM",6
"June 4, 2017 at 5 PM",7
"June 4, 2017 at 6 PM",7
"June 4, 2017 at 7 PM",14
"June 4, 2017 at 8 PM",2
"June 4, 2017 at 9 PM",14
"June 4, 2017 at 10 PM",17
"June 4, 2017 at 11 PM",16
"June 5, 2017 at 12 AM",12
"June 5, 2017 at 1 AM",6
"June 5, 2017 at 2 AM",2
"June 5, 2017 at 3 AM",5
"June 5, 2017 at 4 AM",2
"June 5, 2017 at 5 AM",1
"June 5, 2017 at 6 AM",5
"June 5, 2017 at 7 AM",12
"June 5, 2017 at 8 AM",11
"June 5, 2017 at 9 AM",14
"June 5, 2017 at 10 AM",12
"June 5, 2017 at 11 AM",10
"June 5, 2017 at 12 PM",8
"June 5, 2017 at 1 PM",8
"June 5, 2017 at 2 PM",11
"June 5, 2017 at 3 PM",8
"June 5, 2017 at 4 PM",8
"June 5, 2017 at 5 PM",16
"June 5, 2017 at 6 PM",10
"June 5, 2017 at 7 PM",7
"June 5, 2017 at 8 PM",11
"June 5, 2017 at 9 PM",4
"June 5, 2017 at 10 PM",9
"June 5, 2017 at 11 PM",16
"June 6, 2017 at 12 AM",7
"June 6, 2017 at 1 AM",9
"June 6, 2017 at 2 AM",2
"June 6, 2017 at 3 AM",4
"June 6, 2017 at 4 AM",3
"June 6, 2017 at 5 AM",1
"June 6, 2017 at 6 AM",3
"June 6, 2017 at 7 AM",3
"June 6, 2017 at 8 AM",4
"June 6, 2017 at 9 AM",9
"June 6, 2017 at 10 AM",5
"June 6, 2017 at 11 AM",5
"June 6, 2017 at 12 PM",7
"June 6, 2017 at 1 PM",10
"June 6, 2017 at 2 PM",7
"June 6, 2017 at 3 PM",10
"June 6, 2017 at 4 PM",10
"June 6, 2017 at 5 PM",5
"June 6, 2017 at 6 PM",10
"June 6, 2017 at 7 PM",14
"June 6, 2017 at 8 PM",8
"June 6, 2017 at 9 PM",8
"June 6, 2017 at 10 PM",9
"June 6, 2017 at 11 PM",9
"June 7, 2017 at 12 AM",11
"June 7, 2017 at 1 AM",2
"June 7, 2017 at 2 AM",2
"June 7, 2017 at 3 AM",4
"June 7, 2017 at 4 AM",2
"June 7, 2017 at 5 AM",1
"June 7, 2017 at 6 AM",2
"June 7, 2017 at 7 AM",8
"June 7, 2017 at 8 AM",5
"June 7, 2017 at 9 AM",12
"June 7, 2017 at 10 AM",6
"June 7, 2017 at 11 AM",6
"June 7, 2017 at 12 PM",8
"June 7, 2017 at 1 PM",9
"June 7, 2017 at 2 PM",9
"June 7, 2017 at 3 PM",12
"June 7, 2017 at 4 PM",16
"June 7, 2017 at 5 PM",8
"June 7, 2017 at 6 PM",13
"June 7, 2017 at 7 PM",12
"June 7, 2017 at 8 PM",13
"June 7, 2017 at 9 PM",10
"June 7, 2017 at 10 PM",8
"June 7, 2017 at 11 PM",7
"June 8, 2017 at 12 AM",9
"June 8, 2017 at 1 AM",2
"June 8, 2017 at 2 AM",2
"June 8, 2017 at 3 AM",9
"June 8, 2017 at 4 AM",3
"June 8, 2017 at 5 AM",2
"June 8, 2017 at 6 AM",7
"June 8, 2017 at 7 AM",7
"June 8, 2017 at 8 AM",8
"June 8, 2017 at 9 AM",6
"June 8, 2017 at 10 AM",14
"June 8, 2017 at 11 AM",6
"June 8, 2017 at 12 PM",9
"June 8, 2017 at 1 PM",7
"June 8, 2017 at 2 PM",11
"June 8, 2017 at 3 PM",10
"June 8, 2017 at 4 PM",8
"June 8, 2017 at 5 PM",13
"June 8, 2017 at 6 PM",18
"June 8, 2017 at 7 PM",9
"June 8, 2017 at 8 PM",7
"June 8, 2017 at 9 PM",3
"June 8, 2017 at 10 PM",9
"June 8, 2017 at 11 PM",8
"June 9, 2017 at 12 AM",10
"June 9, 2017 at 1 AM",10
"June 9, 2017 at 2 AM",11
"June 9, 2017 at 3 AM",1
"June 9, 2017 at 4 AM",5
"June 9, 2017 at 5 AM",3
"June 9, 2017 at 6 AM",2
"June 9, 2017 at 7 AM",2
"June 9, 2017 at 8 AM",9
"June 9, 2017 at 9 AM",6
"June 9, 2017 at 10 AM",7
"June 9, 2017 at 11 AM",5
"June 9, 2017 at 12 PM",10
"June 9, 2017 at 1 PM",8
"June 9, 2017 at 2 PM",5
"June 9, 2017 at 3 PM",3
"June 9, 2017 at 4 PM",10
"June 9, 2017 at 5 PM",9
"June 9, 2017 at 6 PM",14
"June 9, 2017 at 7 PM",6
"June 9, 2017 at 8 PM",9
"June 9, 2017 at 9 PM",8
"June 9, 2017 at 10 PM",13
"June 9, 2017 at 11 PM",14
"June 10, 2017 at 12 AM",15
"June 10, 2017 at 1 AM",7
"June 10, 2017 at 2 AM",7
"June 10, 2017 at 3 AM",8
"June 10, 2017 at 5 AM",5
"June 10, 2017 at 6 AM",2
"June 10, 2017 at 7 AM",3
"June 10, 2017 at 8 AM",3
"June 10, 2017 at 9 AM",3
"June 10, 2017 at 10 AM",8
"June 10, 2017 at 11 AM",8
"June 10, 2017 at 12 PM",14
"June 10, 2017 at 1 PM",3
"June 10, 2017 at 2 PM",9
"June 10, 2017 at 3 PM",10
"June 10, 2017 at 4 PM",8
"June 10, 2017 at 5 PM",9
"June 10, 2017 at 6 PM",15
"June 10, 2017 at 7 PM",4
"June 10, 2017 at 8 PM",17
"June 10, 2017 at 9 PM",12
"June 10, 2017 at 10 PM",11
"June 10, 2017 at 11 PM",5
"June 11, 2017 at 12 AM",8
"June 11, 2017 at 1 AM",15
"June 11, 2017 at 2 AM",7
"June 11, 2017 at 3 AM",6
"June 11, 2017 at 4 AM",2
"June 11, 2017 at 5 AM",2
"June 11, 2017 at 6 AM",1
"June 11, 2017 at 7 AM",5
"June 11, 2017 at 8 AM",4
"June 11, 2017 at 9 AM",7
"June 11, 2017 at 10 AM",3
"June 11, 2017 at 11 AM",4
"June 11, 2017 at 12 PM",6
"June 11, 2017 at 1 PM",7
"June 11, 2017 at 2 PM",3
"June 11, 2017 at 3 PM",10
"June 11, 2017 at 4 PM",8
"June 11, 2017 at 5 PM",8
"June 11, 2017 at 6 PM",12
"June 11, 2017 at 7 PM",10
"June 11, 2017 at 8 PM",18
"June 11, 2017 at 9 PM",9
"June 11, 2017 at 10 PM",11
"June 11, 2017 at 11 PM",11
"June 12, 2017 at 12 AM",11
"June 12, 2017 at 1 AM",7
"June 12, 2017 at 2 AM",5
"June 12, 2017 at 4 AM",1
"June 12, 2017 at 5 AM",2
"June 12, 2017 at 6 AM",4
"June 12, 2017 at 7 AM",6
"June 12, 2017 at 8 AM",12
"June 12, 2017 at 9 AM",11
"June 12, 2017 at 10 AM",9
"June 12, 2017 at 11 AM",11
"June 12, 2017 at 12 PM",8
"June 12, 2017 at 1 PM",12
"June 12, 2017 at 2 PM",8
"June 12, 2017 at 3 PM",8
"June 12, 2017 at 4 PM",6
"June 12, 2017 at 5 PM",4
"June 12, 2017 at 6 PM",5
"June 12, 2017 at 7 PM",8
"June 12, 2017 at 8 PM",18
"June 12, 2017 at 9 PM",8
"June 12, 2017 at 10 PM",13
"June 12, 2017 at 11 PM",8
"June 13, 2017 at 12 AM",10
"June 13, 2017 at 1 AM",3
"June 13, 2017 at 2 AM",6
"June 13, 2017 at 4 AM",1
"June 13, 2017 at 5 AM",4
"June 13, 2017 at 6 AM",8
"June 13, 2017 at 7 AM",8
"June 13, 2017 at 8 AM",9
"June 13, 2017 at 9 AM",4
"June 13, 2017 at 10 AM",5
"June 13, 2017 at 11 AM",6
"June 13, 2017 at 12 PM",10
"June 13, 2017 at 1 PM",10
"June 13, 2017 at 2 PM",7
"June 13, 2017 at 3 PM",11
"June 13, 2017 at 4 PM",5
"June 13, 2017 at 5 PM",9
"June 13, 2017 at 6 PM",8
"June 13, 2017 at 7 PM",18
"June 13, 2017 at 8 PM",11
"June 13, 2017 at 9 PM",11
"June 13, 2017 at 10 PM",13
"June 13, 2017 at 11 PM",3
"June 14, 2017 at 12 AM",10
"June 14, 2017 at 1 AM",11
"June 14, 2017 at 2 AM",9
"June 14, 2017 at 3 AM",7
"June 14, 2017 at 4 AM",2
"June 14, 2017 at 5 AM",1
"June 14, 2017 at 6 AM",8
"June 14, 2017 at 7 AM",10
"June 14, 2017 at 8 AM",5
"June 14, 2017 at 9 AM",11
"June 14, 2017 at 10 AM",6
"June 14, 2017 at 11 AM",7
"June 14, 2017 at 12 PM",10
"June 14, 2017 at 1 PM",8
"June 14, 2017 at 2 PM",13
"June 14, 2017 at 3 PM",6
"June 14, 2017 at 4 PM",11
"June 14, 2017 at 5 PM",15
"June 14, 2017 at 6 PM",6
"June 14, 2017 at 7 PM",8
"June 14, 2017 at 8 PM",9
"June 14, 2017 at 9 PM",16
"June 14, 2017 at 10 PM",6
"June 14, 2017 at 11 PM",4
"June 15, 2017 at 12 AM",12
"June 15, 2017 at 1 AM",5
"June 15, 2017 at 2 AM",4
"June 15, 2017 at 3 AM",3
"June 15, 2017 at 4 AM",4
"June 15, 2017 at 5 AM",3
"June 15, 2017 at 6 AM",4
"June 15, 2017 at 7 AM",8
"June 15, 2017 at 8 AM",2
"June 15, 2017 at 9 AM",7
"June 15, 2017 at 10 AM",9
"June 15, 2017 at 11 AM",5
"June 15, 2017 at 12 PM",12
"June 15, 2017 at 1 PM",9
"June 15, 2017 at 2 PM",5
"June 15, 2017 at 3 PM",6
"June 15, 2017 at 4 PM",15
"June 15, 2017 at 5 PM",12
"June 15, 2017 at 6 PM",17
"June 15, 2017 at 7 PM",9
"June 15, 2017 at 8 PM",8
"June 15, 2017 at 9 PM",10
"June 15, 2017 at 10 PM",10
"June 15, 2017 at 11 PM",12
"June 16, 2017 at 12 AM",9
"June 16, 2017 at 1 AM",9
"June 16, 2017 at 2 AM",3
"June 16, 2017 at 3 AM",1
"June 16, 2017 at 4 AM",7
"June 16, 2017 at 5 AM",3
"June 16, 2017 at 6 AM",4
"June 16, 2017 at 7 AM",4
"June 16, 2017 at 8 AM",5
"June 16, 2017 at 9 AM",7
"June 16, 2017 at 10 AM",8
"June 16, 2017 at 11 AM",7
"June 16, 2017 at 12 PM",10
"June 16, 2017 at 1 PM",8
"June 16, 2017 at 2 PM",10
"June 16, 2017 at 3 PM",19
"June 16, 2017 at 4 PM",9
"June 16, 2017 at 5 PM",12
"June 16, 2017 at 6 PM",15
"June 16, 2017 at 7 PM",9
"June 16, 2017 at 8 PM",12
"June 16, 2017 at 9 PM",11
"June 16, 2017 at 10 PM",22
"June 16, 2017 at 11 PM",12
"June 17, 2017 at 12 AM",18
"June 17, 2017 at 1 AM",4
"June 17, 2017 at 2 AM",11
"June 17, 2017 at 3 AM",11
"June 17, 2017 at 4 AM",3
"June 17, 2017 at 5 AM",5
"June 17, 2017 at 6 AM",2
"June 17, 2017 at 7 AM",1
"June 17, 2017 at 8 AM",3
"June 17, 2017 at 9 AM",5
"June 17, 2017 at 10 AM",7
"June 17, 2017 at 11 AM",4
"June 17, 2017 at 12 PM",8
"June 17, 2017 at 1 PM",9
"June 17, 2017 at 2 PM",7
"June 17, 2017 at 3 PM",10
"June 17, 2017 at 4 PM",17
"June 17, 2017 at 5 PM",10
"June 17, 2017 at 6 PM",15
"June 17, 2017 at 7 PM",9
"June 17, 2017 at 8 PM",10
"June 17, 2017 at 9 PM",11
"June 17, 2017 at 10 PM",10
"June 17, 2017 at 11 PM",10
"June 18, 2017 at 12 AM",13
"June 18, 2017 at 1 AM",12
"June 18, 2017 at 2 AM",10
"June 18, 2017 at 3 AM",8
"June 18, 2017 at 4 AM",4
"June 18, 2017 at 5 AM",3
"June 18, 2017 at 6 AM",4
"June 18, 2017 at 7 AM",7
"June 18, 2017 at 8 AM",5
"June 18, 2017 at 9 AM",4
"June 18, 2017 at 10 AM",5
"June 18, 2017 at 11 AM",5
"June 18, 2017 at 12 PM",6
"June 18, 2017 at 1 PM",9
"June 18, 2017 at 2 PM",9
"June 18, 2017 at 3 PM",8
"June 18, 2017 at 4 PM",10
"June 18, 2017 at 5 PM",13
"June 18, 2017 at 6 PM",10
"June 18, 2017 at 7 PM",8
"June 18, 2017 at 8 PM",11
"June 18, 2017 at 9 PM",12
"June 18, 2017 at 10 PM",17
"June 18, 2017 at 11 PM",7
"June 19, 2017 at 12 AM",6
"June 19, 2017 at 1 AM",6
"June 19, 2017 at 2 AM",5
"June 19, 2017 at 3 AM",4
"June 19, 2017 at 4 AM",2
"June 19, 2017 at 5 AM",4
"June 19, 2017 at 6 AM",7
"June 19, 2017 at 7 AM",8
"June 19, 2017 at 8 AM",3
"June 19, 2017 at 9 AM",7
"June 19, 2017 at 10 AM",11
"June 19, 2017 at 11 AM",7
"June 19, 2017 at 12 PM",6
"June 19, 2017 at 1 PM",5
"June 19, 2017 at 2 PM",5
"June 19, 2017 at 3 PM",10
"June 19, 2017 at 4 PM",10
"June 19, 2017 at 5 PM",6
"June 19, 2017 at 6 PM",8
"June 19, 2017 at 7 PM",5
"June 19, 2017 at 8 PM",9
"June 19, 2017 at 9 PM",5
"June 19, 2017 at 10 PM",8
"June 19, 2017 at 11 PM",9
"June 20, 2017 at 12 AM",8
"June 20, 2017 at 1 AM",6
"June 20, 2017 at 2 AM",6
"June 20, 2017 at 3 AM",1
"June 20, 2017 at 4 AM",2
"June 20, 2017 at 5 AM",2
"June 20, 2017 at 6 AM",3
"June 20, 2017 at 7 AM",6
"June 20, 2017 at 8 AM",12
"June 20, 2017 at 9 AM",7
"June 20, 2017 at 10 AM",4
"June 20, 2017 at 11 AM",14
"June 20, 2017 at 12 PM",12
"June 20, 2017 at 1 PM",12
"June 20, 2017 at 2 PM",9
"June 20, 2017 at 3 PM",11
"June 20, 2017 at 4 PM",10
"June 20, 2017 at 5 PM",9
"June 20, 2017 at 6 PM",9
"June 20, 2017 at 7 PM",7
"June 20, 2017 at 8 PM",15
"June 20, 2017 at 9 PM",7
"June 20, 2017 at 10 PM",8
"June 20, 2017 at 11 PM",8
"June 21, 2017 at 12 AM",9
"June 21, 2017 at 1 AM",2
"June 21, 2017 at 2 AM",5
"June 21, 2017 at 3 AM",4
"June 21, 2017 at 4 AM",5
"June 21, 2017 at 5 AM",5
"June 21, 2017 at 6 AM",5
"June 21, 2017 at 7 AM",10
"June 21, 2017 at 8 AM",5
"June 21, 2017 at 9 AM",6
"June 21, 2017 at 10 AM",6
"June 21, 2017 at 11 AM",5
"June 21, 2017 at 12 PM",9
"June 21, 2017 at 1 PM",4
"June 21, 2017 at 2 PM",5
"June 21, 2017 at 3 PM",12
"June 21, 2017 at 4 PM",10
"June 21, 2017 at 5 PM",10
"June 21, 2017 at 6 PM",13
"June 21, 2017 at 7 PM",12
"June 21, 2017 at 8 PM",9
"June 21, 2017 at 9 PM",16
"June 21, 2017 at 10 PM",10
"June 21, 2017 at 11 PM",6
"June 22, 2017 at 12 AM",18
"June 22, 2017 at 1 AM",10
"June 22, 2017 at 2 AM",4
"June 22, 2017 at 3 AM",4
"June 22, 2017 at 4 AM",1
"June 22, 2017 at 5 AM",2
"June 22, 2017 at 6 AM",1
"June 22, 2017 at 7 AM",6
"June 22, 2017 at 8 AM",10
"June 22, 2017 at 9 AM",2
"June 22, 2017 at 10 AM",9
"June 22, 2017 at 11 AM",6
"June 22, 2017 at 12 PM",9
"June 22, 2017 at 1 PM",2
"June 22, 2017 at 2 PM",13
"June 22, 2017 at 3 PM",16
"June 22, 2017 at 4 PM",8
"June 22, 2017 at 5 PM",10
"June 22, 2017 at 6 PM",7
"June 22, 2017 at 7 PM",14
"June 22, 2017 at 8 PM",9
"June 22, 2017 at 9 PM",13
"June 22, 2017 at 10 PM",13
"June 22, 2017 at 11 PM",8
"June 23, 2017 at 12 AM",11
"June 23, 2017 at 1 AM",6
"June 23, 2017 at 2 AM",7
"June 23, 2017 at 3 AM",2
"June 23, 2017 at 4 AM",4
"June 23, 2017 at 5 AM",7
"June 23, 2017 at 6 AM",4
"June 23, 2017 at 7 AM",13
"June 23, 2017 at 8 AM",7
"June 23, 2017 at 9 AM",4
"June 23, 2017 at 10 AM",11
"June 23, 2017 at 11 AM",3
"June 23, 2017 at 12 PM",16
"June 23, 2017 at 1 PM",4
"June 23, 2017 at 2 PM",10
"June 23, 2017 at 3 PM",10
"June 23, 2017 at 4 PM",11
"June 23, 2017 at 5 PM",12
"June 23, 2017 at 6 PM",13
"June 23, 2017 at 7 PM",7
"June 23, 2017 at 8 PM",12
"June 23, 2017 at 9 PM",13
"June 23, 2017 at 10 PM",7
"June 23, 2017 at 11 PM",14
"June 24, 2017 at 12 AM",11
"June 24, 2017 at 1 AM",8
"June 24, 2017 at 2 AM",9
"June 24, 2017 at 3 AM",8
"June 24, 2017 at 4 AM",3
"June 24, 2017 at 5 AM",2
"June 24, 2017 at 6 AM",3
"June 24, 2017 at 7 AM",1
"June 24, 2017 at 8 AM",6
"June 24, 2017 at 9 AM",6
"June 24, 2017 at 10 AM",1
"June 24, 2017 at 11 AM",2
"June 24, 2017 at 12 PM",6
"June 24, 2017 at 1 PM",4
"June 24, 2017 at 3 PM",10
"June 24, 2017 at 4 PM",14
"June 24, 2017 at 5 PM",7
"June 24, 2017 at 6 PM",6
"June 24, 2017 at 7 PM",13
"June 24, 2017 at 8 PM",15
"June 24, 2017 at 9 PM",21
"June 24, 2017 at 10 PM",9
"June 24, 2017 at 11 PM",10
"June 25, 2017 at 12 AM",14
"June 25, 2017 at 1 AM",12
"June 25, 2017 at 2 AM",7
"June 25, 2017 at 3 AM",3
"June 25, 2017 at 4 AM",2
"June 25, 2017 at 5 AM",2
"June 25, 2017 at 6 AM",2
"June 25, 2017 at 7 AM",1
"June 25, 2017 at 8 AM",5
"June 25, 2017 at 9 AM",2
"June 25, 2017 at 10 AM",4
"June 25, 2017 at 11 AM",6
"June 25, 2017 at 12 PM",6
"June 25, 2017 at 1 PM",6
"June 25, 2017 at 2 PM",9
"June 25, 2017 at 3 PM",7
"June 25, 2017 at 4 PM",7
"June 25, 2017 at 5 PM",6
"June 25, 2017 at 6 PM",2
"June 25, 2017 at 7 PM",6
"June 25, 2017 at 8 PM",9
"June 25, 2017 at 9 PM",6
"June 25, 2017 at 10 PM",11
"June 25, 2017 at 11 PM",11
"June 26, 2017 at 12 AM",15
"June 26, 2017 at 1 AM",5
"June 26, 2017 at 2 AM",2
"June 26, 2017 at 3 AM",6
"June 26, 2017 at 4 AM",4
"June 26, 2017 at 5 AM",6
"June 26, 2017 at 6 AM",3
"June 26, 2017 at 7 AM",4
"June 26, 2017 at 8 AM",12
"June 26, 2017 at 9 AM",12
"June 26, 2017 at 10 AM",12
"June 26, 2017 at 11 AM",6
"June 26, 2017 at 12 PM",5
"June 26, 2017 at 1 PM",8
"June 26, 2017 at 2 PM",8
"June 26, 2017 at 3 PM",11
"June 26, 2017 at 4 PM",4
"June 26, 2017 at 5 PM",11
"June 26, 2017 at 6 PM",12
"June 26, 2017 at 7 PM",13
"June 26, 2017 at 8 PM",15
"June 26, 2017 at 9 PM",12
"June 26, 2017 at 10 PM",9
"June 26, 2017 at 11 PM",13
"June 27, 2017 at 12 AM",7
"June 27, 2017 at 1 AM",3
"June 27, 2017 at 2 AM",4
"June 27, 2017 at 3 AM",2
"June 27, 2017 at 4 AM",3
"June 27, 2017 at 5 AM",2
"June 27, 2017 at 6 AM",3
"June 27, 2017 at 7 AM",9
"June 27, 2017 at 8 AM",12
"June 27, 2017 at 9 AM",6
"June 27, 2017 at 10 AM",9
"June 27, 2017 at 11 AM",9
"June 27, 2017 at 12 PM",9
"June 27, 2017 at 1 PM",13
"June 27, 2017 at 2 PM",10
"June 27, 2017 at 3 PM",18
"June 27, 2017 at 4 PM",9
"June 27, 2017 at 5 PM",10
"June 27, 2017 at 6 PM",13
"June 27, 2017 at 7 PM",15
"June 27, 2017 at 8 PM",16
"June 27, 2017 at 9 PM",11
"June 27, 2017 at 10 PM",8
"June 27, 2017 at 11 PM",8
"June 28, 2017 at 12 AM",4
"June 28, 2017 at 1 AM",4
"June 28, 2017 at 2 AM",1
"June 28, 2017 at 3 AM",4
"June 28, 2017 at 4 AM",2
"June 28, 2017 at 5 AM",2
"June 28, 2017 at 6 AM",5
"June 28, 2017 at 7 AM",2
"June 28, 2017 at 8 AM",11
"June 28, 2017 at 9 AM",5
"June 28, 2017 at 10 AM",5
"June 28, 2017 at 11 AM",2
"June 28, 2017 at 12 PM",8
"June 28, 2017 at 1 PM",6
"June 28, 2017 at 2 PM",7
"June 28, 2017 at 3 PM",10
"June 28, 2017 at 4 PM",10
"June 28, 2017 at 5 PM",6
"June 28, 2017 at 6 PM",10
"June 28, 2017 at 7 PM",14
"June 28, 2017 at 8 PM",13
"June 28, 2017 at 9 PM",16
"June 28, 2017 at 10 PM",20
"June 28, 2017 at 11 PM",4
"June 29, 2017 at 12 AM",7
"June 29, 2017 at 1 AM",6
"June 29, 2017 at 2 AM",4
"June 29, 2017 at 3 AM",2
"June 29, 2017 at 4 AM",4
"June 29, 2017 at 5 AM",3
"June 29, 2017 at 6 AM",1
"June 29, 2017 at 7 AM",8
"June 29, 2017 at 8 AM",8
"June 29, 2017 at 9 AM",4
"June 29, 2017 at 10 AM",6
"June 29, 2017 at 11 AM",4
"June 29, 2017 at 12 PM",6
"June 29, 2017 at 1 PM",8
"June 29, 2017 at 2 PM",6
"June 29, 2017 at 3 PM",13
"June 29, 2017 at 4 PM",16
"June 29, 2017 at 5 PM",15
"June 29, 2017 at 6 PM",17
"June 29, 2017 at 7 PM",18
"June 29, 2017 at 8 PM",8
"June 29, 2017 at 9 PM",14
"June 29, 2017 at 10 PM",12
"June 29, 2017 at 11 PM",15
"June 30, 2017 at 12 AM",11
"June 30, 2017 at 1 AM",6
"June 30, 2017 at 2 AM",5
"June 30, 2017 at 3 AM",9
"June 30, 2017 at 4 AM",2
"June 30, 2017 at 5 AM",3
"June 30, 2017 at 6 AM",6
"June 30, 2017 at 7 AM",9
"June 30, 2017 at 8 AM",10
"June 30, 2017 at 9 AM",5
"June 30, 2017 at 10 AM",3
"June 30, 2017 at 11 AM",5
"June 30, 2017 at 12 PM",14
"June 30, 2017 at 1 PM",9
"June 30, 2017 at 2 PM",5
"June 30, 2017 at 3 PM",7
"June 30, 2017 at 4 PM",6
"June 30, 2017 at 5 PM",8
"June 30, 2017 at 6 PM",16
"June 30, 2017 at 7 PM",16
"June 30, 2017 at 8 PM",10
"June 30, 2017 at 9 PM",5
"June 30, 2017 at 10 PM",10
"June 30, 2017 at 11 PM",9
"July 1, 2017 at 12 AM",14
"July 1, 2017 at 1 AM",9
"July 1, 2017 at 2 AM",11
"July 1, 2017 at 3 AM",2
"July 1, 2017 at 4 AM",3
"July 1, 2017 at 5 AM",2
"July 1, 2017 at 6 AM",4
"July 1, 2017 at 7 AM",5
"July 1, 2017 at 8 AM",11
"July 1, 2017 at 9 AM",8
"July 1, 2017 at 10 AM",5
"July 1, 2017 at 11 AM",10
"July 1, 2017 at 12 PM",10
"July 1, 2017 at 1 PM",4
"July 1, 2017 at 2 PM",6
"July 1, 2017 at 3 PM",10
"July 1, 2017 at 4 PM",17
"July 1, 2017 at 5 PM",13
"July 1, 2017 at 6 PM",15
"July 1, 2017 at 7 PM",18
"July 1, 2017 at 8 PM",5
"July 1, 2017 at 9 PM",9
"July 1, 2017 at 10 PM",5
"July 1, 2017 at 11 PM",10
"July 2, 2017 at 12 AM",20
"July 2, 2017 at 1 AM",14
"July 2, 2017 at 2 AM",12
"July 2, 2017 at 3 AM",5
"July 2, 2017 at 4 AM",6
"July 2, 2017 at 6 AM",4
"July 2, 2017 at 7 AM",2
"July 2, 2017 at 8 AM",6
"July 2, 2017 at 9 AM",7
"July 2, 2017 at 10 AM",6
"July 2, 2017 at 11 AM",5
"July 2, 2017 at 12 PM",5
"July 2, 2017 at 1 PM",3
"July 2, 2017 at 2 PM",3
"July 2, 2017 at 3 PM",10
"July 2, 2017 at 4 PM",4
"July 2, 2017 at 5 PM",1
"July 2, 2017 at 6 PM",7
"July 2, 2017 at 7 PM",14
"July 2, 2017 at 8 PM",16
"July 2, 2017 at 9 PM",6
"July 2, 2017 at 10 PM",16
"July 2, 2017 at 11 PM",9
"July 3, 2017 at 12 AM",16
"July 3, 2017 at 1 AM",3
"July 3, 2017 at 2 AM",11
"July 3, 2017 at 3 AM",4
"July 3, 2017 at 4 AM",7
"July 3, 2017 at 6 AM",7
"July 3, 2017 at 7 AM",8
"July 3, 2017 at 8 AM",3
"July 3, 2017 at 9 AM",7
"July 3, 2017 at 10 AM",8
"July 3, 2017 at 11 AM",4
"July 3, 2017 at 12 PM",8
"July 3, 2017 at 1 PM",10
"July 3, 2017 at 2 PM",5
"July 3, 2017 at 3 PM",13
"July 3, 2017 at 4 PM",7
"July 3, 2017 at 5 PM",15
"July 3, 2017 at 6 PM",7
"July 3, 2017 at 7 PM",14
"July 3, 2017 at 8 PM",12
"July 3, 2017 at 9 PM",20
"July 3, 2017 at 10 PM",9
"July 3, 2017 at 11 PM",11
"July 4, 2017 at 12 AM",6
"July 4, 2017 at 1 AM",5
"July 4, 2017 at 2 AM",5
"July 4, 2017 at 3 AM",4
"July 4, 2017 at 4 AM",5
"July 4, 2017 at 5 AM",3
"July 4, 2017 at 6 AM",2
"July 4, 2017 at 7 AM",1
"July 4, 2017 at 8 AM",7
"July 4, 2017 at 9 AM",1
"July 4, 2017 at 10 AM",3
"July 4, 2017 at 11 AM",5
"July 4, 2017 at 12 PM",6
"July 4, 2017 at 1 PM",4
"July 4, 2017 at 2 PM",6
"July 4, 2017 at 3 PM",5
"July 4, 2017 at 4 PM",10
"July 4, 2017 at 5 PM",11
"July 4, 2017 at 6 PM",16
"July 4, 2017 at 7 PM",8
"July 4, 2017 at 8 PM",15
"July 4, 2017 at 9 PM",15
"July 4, 2017 at 10 PM",14
"July 4, 2017 at 11 PM",15
"July 5, 2017 at 12 AM",11
"July 5, 2017 at 1 AM",7
"July 5, 2017 at 2 AM",3
"July 5, 2017 at 3 AM",3
"July 5, 2017 at 4 AM",2
"July 5, 2017 at 5 AM",3
"July 5, 2017 at 6 AM",1
"July 5, 2017 at 7 AM",3
"July 5, 2017 at 8 AM",9
"July 5, 2017 at 9 AM",11
"July 5, 2017 at 10 AM",8
"July 5, 2017 at 11 AM",6
"July 5, 2017 at 12 PM",10
"July 5, 2017 at 1 PM",7
"July 5, 2017 at 2 PM",6
"July 5, 2017 at 3 PM",8
"July 5, 2017 at 4 PM",12
"July 5, 2017 at 5 PM",6
"July 5, 2017 at 6 PM",14
"July 5, 2017 at 7 PM",6
"July 5, 2017 at 8 PM",8
"July 5, 2017 at 9 PM",5
"July 5, 2017 at 10 PM",10
"July 5, 2017 at 11 PM",11
"July 6, 2017 at 12 AM",18
"July 6, 2017 at 1 AM",4
"July 6, 2017 at 2 AM",6
"July 6, 2017 at 3 AM",2
"July 6, 2017 at 4 AM",3
"July 6, 2017 at 6 AM",3
"July 6, 2017 at 7 AM",6
"July 6, 2017 at 8 AM",9
"July 6, 2017 at 9 AM",8
"July 6, 2017 at 10 AM",9
"July 6, 2017 at 11 AM",5
"July 6, 2017 at 12 PM",8
"July 6, 2017 at 1 PM",9
"July 6, 2017 at 2 PM",8
"July 6, 2017 at 3 PM",7
"July 6, 2017 at 4 PM",12
"July 6, 2017 at 5 PM",17
"July 6, 2017 at 6 PM",16
"July 6, 2017 at 7 PM",10
"July 6, 2017 at 8 PM",8
"July 6, 2017 at 9 PM",3
"July 6, 2017 at 10 PM",15
"July 6, 2017 at 11 PM",9
"July 7, 2017 at 12 AM",10
"July 7, 2017 at 1 AM",10
"July 7, 2017 at 2 AM",6
